X	Y	Z	Speed	Pause
-80.000	-96.300	0	20000	0
80.740	56.155	0	20000	0
80.735	56.155	-45	20000	-1
80.735	56.155	-48.3	200	500
81.500	56.600	-48.3	200	500
75.640	56.600	-48.35	200	500
80.440	61.035	-48.35	200	500
81.500	57.295	-48.35	200	500
81.500	57.295	0	20000	0
9.220	-93.100	0	20000	0
9.620	-93.315	-10	2000	-1
9.620	-93.315	0	20000	0
-65.720	-10.120	0	20000	0
-68.285	-10.045	-36.736	2000	-1
-68.080	-10.045	-36.732	2000	-1
-68.080	-10.045	0	20000	0
-80.000	-96.300	0	20000	0
