X	Y	Z	Speed	Pause	Dispensen
-15	-15	0	200	0	0
-15.000	-15.000	-13.321	200	0	0
-15	15	-13.321	200	0	1
15	15	-13.321	200	0	1
15	-15	-13.321	200	0	1
-15	-10	-13.321	200	0	1
-15	10	-13.321	200	0	1
10	10	-13.321	200	0	1
10	-10	-13.321	200	0	1
-5	-10	-13.321	200	0	1
-5	5	-13.321	200	0	1
5	5	-13.321	200	0	1
5	-5	-13.321	200	0	1
-5	-5	-13.321	200	0	2
-5	-5	0	200	0	1
